title,reference,process,deadline,project_id,detail_url,detail_further_information,detail_process,detail_reference,detail_title,page_content,section_50mw_solar_pv_development,section_a_pre-feasibility_study_o,section_a_preliminary_study_to_as,section_accelerating_renewable_en,section_acceleration_firm_to_supp,section_acceleration_of_inclusive,"section_adobe_software_license
de",section_advancing_climate_resilie,section_project_management_tool_:,section_search,"section_supply,_delivery_and_inst",section_tenders
Capacity Development to Strengthen Electric Vehicle Testing in Nepal,1000NP-04,RFP,21 Jan 2026 16:00 (UTC +09:00) Korea Standard Time,2007,https://in-tendhost.co.uk/gggi/aspx/Tenders/Tenders_Detail?ProjectID=2007,THE TENDER HAS BEEN CANCELLED,RFP,100002702,Advancing Climate resilient tea production and sustained livelihoods for small tea growers with emphasis on women laborers in Assam and West Bengal,"Tenders Search Search Current Forthcoming Awarded Show all.. Next Showing 1 to 10 of 570 Sort Title Sort Date documents can be requested until Project Management Tool : NGO Online Direct Procurement (Single Source Selection) Deadline For Applications : 06 Jun 2018 11:22 Title Project Management Tool : NGO Online Direct Procurement (Single Source Selection) Reference 100002268 Process RFP View Details Supply, Delivery and Installation of above ground weighbridge with centralized monitoring system at Nduba dumpsite, Kigali, Rwanda.(Re-tender) Deadline For Applications : 05 Apr 2022 15:00 Title Supply, Delivery and Installation of above ground weighbridge with centralized monitoring system at Nduba dumpsite, Kigali, Rwanda.(Re-tender) Reference 100006285 Process RFP View Details 50MW solar PV development for Bataan Deadline For Applications : 14 Oct 2019 16:00 Title 50MW solar PV development for Bataan Reference 100003316 Process RFP View Details A pre-feasibility study of electric buses and routes in two cities, Pokhara and Bharatpur, in Nepal Deadline For Applications : 15 Sep 2023 16:00 Title A pre-feasibility study of electric buses and routes in two cities, Pokhara and Bharatpur, in Nepal Reference 100008730 Process RFP View Details A preliminary study to assess the potential for increased resilience in the farming value chain in Rwanda through the implementation of Agrivoltaics systems Deadline For Applications : 30 Jun 2023 16:00 Title A preliminary study to assess the potential for increased resilience in the farming value chain in Rwanda through the implementation of Agrivoltaics systems Reference 100008401 Process RFP View Details Accelerating Renewable Energy Transition in Indonesia through appropriate Financing Instruments Deadline For Applications : 09 Jul 2024 16:00 Title Accelerating Renewable Energy Transition in Indonesia through appropriate Financing Instruments Reference 100010546 Process RFP View Details Acceleration Firm to support “Accelerating Innovative Startups for Energy Efficiency” (AIS4EE) project, Viet Nam Deadline For Applications : 08 Jan 2024 16:00 Title Acceleration Firm to support “Accelerating Innovative Startups for Energy Efficiency” (AIS4EE) project, Viet Nam Reference 100009410 Process RFP View Details Acceleration of Inclusive Social Forestry Development through Establishment of Integrated Area Development in South Kalimantan Deadline For Applications : 05 Sep 2024 16:00 Title Acceleration of Inclusive Social Forestry Development through Establishment of Integrated Area Development in South Kalimantan Reference 100010888 Process RFP View Details Adobe Software License Deadline For Applications : 17 Nov 2017 16:00 Title Adobe Software License Reference RFQ-LPL-2017-0077 Process RFQ Further Information THE TENDER HAS BEEN CANCELLED View Details Advancing Climate resilient tea production and sustained livelihoods for small tea growers with emphasis on women laborers in Assam and West Bengal Deadline For Applicati",Title 50MW solar PV development for Bataan Reference 100003316 Process RFP,"Title A pre-feasibility study of electric buses and routes in two cities, Pokhara and Bharatpur, in Nepal Reference 100008730 Process RFP",Title A preliminary study to assess the potential for increased resilience in the farming value chain in Rwanda through the implementation of Agrivoltaics systems Reference 100008401 Process RFP,Title Accelerating Renewable Energy Transition in Indonesia through appropriate Financing Instruments Reference 100010546 Process RFP,"Title Acceleration Firm to support “Accelerating Innovative Startups for Energy Efficiency” (AIS4EE) project, Viet Nam Reference 100009410 Process RFP",Title Acceleration of Inclusive Social Forestry Development through Establishment of Integrated Area Development in South Kalimantan Reference 100010888 Process RFP,Title Adobe Software License Reference RFQ-LPL-2017-0077 Process RFQ Further Information THE TENDER HAS BEEN CANCELLED,Title Advancing Climate resilient tea production and sustained livelihoods for small tea growers with emphasis on women laborers in Assam and West Bengal Reference 100002702 Process RFP,Title Project Management Tool : NGO Online Direct Procurement (Single Source Selection) Reference 100002268 Process RFP,Search Current Forthcoming Awarded Show all..,"Title Supply, Delivery and Installation of above ground weighbridge with centralized monitoring system at Nduba dumpsite, Kigali, Rwanda.(Re-tender) Reference 100006285 Process RFP","Search Search Current Forthcoming Awarded Show all.. Next Showing 1 to 10 of 570 Sort Title Sort Date documents can be requested until Project Management Tool : NGO Online Direct Procurement (Single Source Selection) Deadline For Applications : 06 Jun 2018 11:22 Title Project Management Tool : NGO Online Direct Procurement (Single Source Selection) Reference 100002268 Process RFP View Details Supply, Delivery and Installation of above ground weighbridge with centralized monitoring system at Nduba dumpsite, Kigali, Rwanda.(Re-tender) Deadline For Applications : 05 Apr 2022 15:00 Title Supply, Delivery and Installation of above ground weighbridge with centralized monitoring system at Nduba dumpsite, Kigali, Rwanda.(Re-tender) Reference 100006285 Process RFP View Details 50MW solar PV development for Bataan Deadline For Applications : 14 Oct 2019 16:00 Title 50MW solar PV development for Bataan Reference 100003316 Process RFP View Details A pre-feasibility study of electric buses and routes in two cities, Pokhara and Bharatpur, in Nepal Deadline For Applications : 15 Sep 2023 16:00 Title A pre-feasibility study of electric buses and routes in two cities, Pokhara and Bharatpur, in Nepal Reference 100008730 Process RFP View Details A preliminary study to assess the potential for increased resilience in the farming value chain in Rwanda through the implementation of Agrivoltaics systems Deadline For Applications : 30 Jun 2023 16:00 Title A preliminary study to assess the potential"
Capacity Enhancement in Estimation and Valuation of Natural Resource Abundance and Economic Value in the African Region,100014706,RFP,19 Jan 2026 16:00 (UTC +09:00) Korea Standard Time,2006,https://in-tendhost.co.uk/gggi/aspx/Tenders/Tenders_Detail?ProjectID=2006,THE TENDER HAS BEEN CANCELLED,RFP,100002702,Advancing Climate resilient tea production and sustained livelihoods for small tea growers with emphasis on women laborers in Assam and West Bengal,"Tenders Search Search Current Forthcoming Awarded Show all.. Next Showing 1 to 10 of 570 Sort Title Sort Date documents can be requested until Project Management Tool : NGO Online Direct Procurement (Single Source Selection) Deadline For Applications : 06 Jun 2018 11:22 Title Project Management Tool : NGO Online Direct Procurement (Single Source Selection) Reference 100002268 Process RFP View Details Supply, Delivery and Installation of above ground weighbridge with centralized monitoring system at Nduba dumpsite, Kigali, Rwanda.(Re-tender) Deadline For Applications : 05 Apr 2022 15:00 Title Supply, Delivery and Installation of above ground weighbridge with centralized monitoring system at Nduba dumpsite, Kigali, Rwanda.(Re-tender) Reference 100006285 Process RFP View Details 50MW solar PV development for Bataan Deadline For Applications : 14 Oct 2019 16:00 Title 50MW solar PV development for Bataan Reference 100003316 Process RFP View Details A pre-feasibility study of electric buses and routes in two cities, Pokhara and Bharatpur, in Nepal Deadline For Applications : 15 Sep 2023 16:00 Title A pre-feasibility study of electric buses and routes in two cities, Pokhara and Bharatpur, in Nepal Reference 100008730 Process RFP View Details A preliminary study to assess the potential for increased resilience in the farming value chain in Rwanda through the implementation of Agrivoltaics systems Deadline For Applications : 30 Jun 2023 16:00 Title A preliminary study to assess the potential for increased resilience in the farming value chain in Rwanda through the implementation of Agrivoltaics systems Reference 100008401 Process RFP View Details Accelerating Renewable Energy Transition in Indonesia through appropriate Financing Instruments Deadline For Applications : 09 Jul 2024 16:00 Title Accelerating Renewable Energy Transition in Indonesia through appropriate Financing Instruments Reference 100010546 Process RFP View Details Acceleration Firm to support “Accelerating Innovative Startups for Energy Efficiency” (AIS4EE) project, Viet Nam Deadline For Applications : 08 Jan 2024 16:00 Title Acceleration Firm to support “Accelerating Innovative Startups for Energy Efficiency” (AIS4EE) project, Viet Nam Reference 100009410 Process RFP View Details Acceleration of Inclusive Social Forestry Development through Establishment of Integrated Area Development in South Kalimantan Deadline For Applications : 05 Sep 2024 16:00 Title Acceleration of Inclusive Social Forestry Development through Establishment of Integrated Area Development in South Kalimantan Reference 100010888 Process RFP View Details Adobe Software License Deadline For Applications : 17 Nov 2017 16:00 Title Adobe Software License Reference RFQ-LPL-2017-0077 Process RFQ Further Information THE TENDER HAS BEEN CANCELLED View Details Advancing Climate resilient tea production and sustained livelihoods for small tea growers with emphasis on women laborers in Assam and West Bengal Deadline For Applicati",Title 50MW solar PV development for Bataan Reference 100003316 Process RFP,"Title A pre-feasibility study of electric buses and routes in two cities, Pokhara and Bharatpur, in Nepal Reference 100008730 Process RFP",Title A preliminary study to assess the potential for increased resilience in the farming value chain in Rwanda through the implementation of Agrivoltaics systems Reference 100008401 Process RFP,Title Accelerating Renewable Energy Transition in Indonesia through appropriate Financing Instruments Reference 100010546 Process RFP,"Title Acceleration Firm to support “Accelerating Innovative Startups for Energy Efficiency” (AIS4EE) project, Viet Nam Reference 100009410 Process RFP",Title Acceleration of Inclusive Social Forestry Development through Establishment of Integrated Area Development in South Kalimantan Reference 100010888 Process RFP,Title Adobe Software License Reference RFQ-LPL-2017-0077 Process RFQ Further Information THE TENDER HAS BEEN CANCELLED,Title Advancing Climate resilient tea production and sustained livelihoods for small tea growers with emphasis on women laborers in Assam and West Bengal Reference 100002702 Process RFP,Title Project Management Tool : NGO Online Direct Procurement (Single Source Selection) Reference 100002268 Process RFP,Search Current Forthcoming Awarded Show all..,"Title Supply, Delivery and Installation of above ground weighbridge with centralized monitoring system at Nduba dumpsite, Kigali, Rwanda.(Re-tender) Reference 100006285 Process RFP","Search Search Current Forthcoming Awarded Show all.. Next Showing 1 to 10 of 570 Sort Title Sort Date documents can be requested until Project Management Tool : NGO Online Direct Procurement (Single Source Selection) Deadline For Applications : 06 Jun 2018 11:22 Title Project Management Tool : NGO Online Direct Procurement (Single Source Selection) Reference 100002268 Process RFP View Details Supply, Delivery and Installation of above ground weighbridge with centralized monitoring system at Nduba dumpsite, Kigali, Rwanda.(Re-tender) Deadline For Applications : 05 Apr 2022 15:00 Title Supply, Delivery and Installation of above ground weighbridge with centralized monitoring system at Nduba dumpsite, Kigali, Rwanda.(Re-tender) Reference 100006285 Process RFP View Details 50MW solar PV development for Bataan Deadline For Applications : 14 Oct 2019 16:00 Title 50MW solar PV development for Bataan Reference 100003316 Process RFP View Details A pre-feasibility study of electric buses and routes in two cities, Pokhara and Bharatpur, in Nepal Deadline For Applications : 15 Sep 2023 16:00 Title A pre-feasibility study of electric buses and routes in two cities, Pokhara and Bharatpur, in Nepal Reference 100008730 Process RFP View Details A preliminary study to assess the potential for increased resilience in the farming value chain in Rwanda through the implementation of Agrivoltaics systems Deadline For Applications : 30 Jun 2023 16:00 Title A preliminary study to assess the potential"
"Conceptual Site Development Plan, environmental and social impact study and land preparation for “Developing Socio-Economic Infrastructure to Sustain Rural Communities in Togo” Project.",100014628,RFP,15 Jan 2026 16:00 (UTC +09:00) Korea Standard Time,2005,https://in-tendhost.co.uk/gggi/aspx/Tenders/Tenders_Detail?ProjectID=2005,THE TENDER HAS BEEN CANCELLED,RFP,100002702,Advancing Climate resilient tea production and sustained livelihoods for small tea growers with emphasis on women laborers in Assam and West Bengal,"Tenders Search Search Current Forthcoming Awarded Show all.. Next Showing 1 to 10 of 570 Sort Title Sort Date documents can be requested until Project Management Tool : NGO Online Direct Procurement (Single Source Selection) Deadline For Applications : 06 Jun 2018 11:22 Title Project Management Tool : NGO Online Direct Procurement (Single Source Selection) Reference 100002268 Process RFP View Details Supply, Delivery and Installation of above ground weighbridge with centralized monitoring system at Nduba dumpsite, Kigali, Rwanda.(Re-tender) Deadline For Applications : 05 Apr 2022 15:00 Title Supply, Delivery and Installation of above ground weighbridge with centralized monitoring system at Nduba dumpsite, Kigali, Rwanda.(Re-tender) Reference 100006285 Process RFP View Details 50MW solar PV development for Bataan Deadline For Applications : 14 Oct 2019 16:00 Title 50MW solar PV development for Bataan Reference 100003316 Process RFP View Details A pre-feasibility study of electric buses and routes in two cities, Pokhara and Bharatpur, in Nepal Deadline For Applications : 15 Sep 2023 16:00 Title A pre-feasibility study of electric buses and routes in two cities, Pokhara and Bharatpur, in Nepal Reference 100008730 Process RFP View Details A preliminary study to assess the potential for increased resilience in the farming value chain in Rwanda through the implementation of Agrivoltaics systems Deadline For Applications : 30 Jun 2023 16:00 Title A preliminary study to assess the potential for increased resilience in the farming value chain in Rwanda through the implementation of Agrivoltaics systems Reference 100008401 Process RFP View Details Accelerating Renewable Energy Transition in Indonesia through appropriate Financing Instruments Deadline For Applications : 09 Jul 2024 16:00 Title Accelerating Renewable Energy Transition in Indonesia through appropriate Financing Instruments Reference 100010546 Process RFP View Details Acceleration Firm to support “Accelerating Innovative Startups for Energy Efficiency” (AIS4EE) project, Viet Nam Deadline For Applications : 08 Jan 2024 16:00 Title Acceleration Firm to support “Accelerating Innovative Startups for Energy Efficiency” (AIS4EE) project, Viet Nam Reference 100009410 Process RFP View Details Acceleration of Inclusive Social Forestry Development through Establishment of Integrated Area Development in South Kalimantan Deadline For Applications : 05 Sep 2024 16:00 Title Acceleration of Inclusive Social Forestry Development through Establishment of Integrated Area Development in South Kalimantan Reference 100010888 Process RFP View Details Adobe Software License Deadline For Applications : 17 Nov 2017 16:00 Title Adobe Software License Reference RFQ-LPL-2017-0077 Process RFQ Further Information THE TENDER HAS BEEN CANCELLED View Details Advancing Climate resilient tea production and sustained livelihoods for small tea growers with emphasis on women laborers in Assam and West Bengal Deadline For Applicati",Title 50MW solar PV development for Bataan Reference 100003316 Process RFP,"Title A pre-feasibility study of electric buses and routes in two cities, Pokhara and Bharatpur, in Nepal Reference 100008730 Process RFP",Title A preliminary study to assess the potential for increased resilience in the farming value chain in Rwanda through the implementation of Agrivoltaics systems Reference 100008401 Process RFP,Title Accelerating Renewable Energy Transition in Indonesia through appropriate Financing Instruments Reference 100010546 Process RFP,"Title Acceleration Firm to support “Accelerating Innovative Startups for Energy Efficiency” (AIS4EE) project, Viet Nam Reference 100009410 Process RFP",Title Acceleration of Inclusive Social Forestry Development through Establishment of Integrated Area Development in South Kalimantan Reference 100010888 Process RFP,Title Adobe Software License Reference RFQ-LPL-2017-0077 Process RFQ Further Information THE TENDER HAS BEEN CANCELLED,Title Advancing Climate resilient tea production and sustained livelihoods for small tea growers with emphasis on women laborers in Assam and West Bengal Reference 100002702 Process RFP,Title Project Management Tool : NGO Online Direct Procurement (Single Source Selection) Reference 100002268 Process RFP,Search Current Forthcoming Awarded Show all..,"Title Supply, Delivery and Installation of above ground weighbridge with centralized monitoring system at Nduba dumpsite, Kigali, Rwanda.(Re-tender) Reference 100006285 Process RFP","Search Search Current Forthcoming Awarded Show all.. Next Showing 1 to 10 of 570 Sort Title Sort Date documents can be requested until Project Management Tool : NGO Online Direct Procurement (Single Source Selection) Deadline For Applications : 06 Jun 2018 11:22 Title Project Management Tool : NGO Online Direct Procurement (Single Source Selection) Reference 100002268 Process RFP View Details Supply, Delivery and Installation of above ground weighbridge with centralized monitoring system at Nduba dumpsite, Kigali, Rwanda.(Re-tender) Deadline For Applications : 05 Apr 2022 15:00 Title Supply, Delivery and Installation of above ground weighbridge with centralized monitoring system at Nduba dumpsite, Kigali, Rwanda.(Re-tender) Reference 100006285 Process RFP View Details 50MW solar PV development for Bataan Deadline For Applications : 14 Oct 2019 16:00 Title 50MW solar PV development for Bataan Reference 100003316 Process RFP View Details A pre-feasibility study of electric buses and routes in two cities, Pokhara and Bharatpur, in Nepal Deadline For Applications : 15 Sep 2023 16:00 Title A pre-feasibility study of electric buses and routes in two cities, Pokhara and Bharatpur, in Nepal Reference 100008730 Process RFP View Details A preliminary study to assess the potential for increased resilience in the farming value chain in Rwanda through the implementation of Agrivoltaics systems Deadline For Applications : 30 Jun 2023 16:00 Title A preliminary study to assess the potential"
Consulting Firm for the Development of Advancing Renewable Energy through Floating Solar Photovoltaics (FPV) in Philippines,100014485,RFP,17 Jan 2026 16:00 (UTC +09:00) Korea Standard Time,1995,https://in-tendhost.co.uk/gggi/aspx/Tenders/Tenders_Detail?ProjectID=1995,THE TENDER HAS BEEN CANCELLED,RFP,100002702,Advancing Climate resilient tea production and sustained livelihoods for small tea growers with emphasis on women laborers in Assam and West Bengal,"Tenders Search Search Current Forthcoming Awarded Show all.. Next Showing 1 to 10 of 570 Sort Title Sort Date documents can be requested until Project Management Tool : NGO Online Direct Procurement (Single Source Selection) Deadline For Applications : 06 Jun 2018 11:22 Title Project Management Tool : NGO Online Direct Procurement (Single Source Selection) Reference 100002268 Process RFP View Details Supply, Delivery and Installation of above ground weighbridge with centralized monitoring system at Nduba dumpsite, Kigali, Rwanda.(Re-tender) Deadline For Applications : 05 Apr 2022 15:00 Title Supply, Delivery and Installation of above ground weighbridge with centralized monitoring system at Nduba dumpsite, Kigali, Rwanda.(Re-tender) Reference 100006285 Process RFP View Details 50MW solar PV development for Bataan Deadline For Applications : 14 Oct 2019 16:00 Title 50MW solar PV development for Bataan Reference 100003316 Process RFP View Details A pre-feasibility study of electric buses and routes in two cities, Pokhara and Bharatpur, in Nepal Deadline For Applications : 15 Sep 2023 16:00 Title A pre-feasibility study of electric buses and routes in two cities, Pokhara and Bharatpur, in Nepal Reference 100008730 Process RFP View Details A preliminary study to assess the potential for increased resilience in the farming value chain in Rwanda through the implementation of Agrivoltaics systems Deadline For Applications : 30 Jun 2023 16:00 Title A preliminary study to assess the potential for increased resilience in the farming value chain in Rwanda through the implementation of Agrivoltaics systems Reference 100008401 Process RFP View Details Accelerating Renewable Energy Transition in Indonesia through appropriate Financing Instruments Deadline For Applications : 09 Jul 2024 16:00 Title Accelerating Renewable Energy Transition in Indonesia through appropriate Financing Instruments Reference 100010546 Process RFP View Details Acceleration Firm to support “Accelerating Innovative Startups for Energy Efficiency” (AIS4EE) project, Viet Nam Deadline For Applications : 08 Jan 2024 16:00 Title Acceleration Firm to support “Accelerating Innovative Startups for Energy Efficiency” (AIS4EE) project, Viet Nam Reference 100009410 Process RFP View Details Acceleration of Inclusive Social Forestry Development through Establishment of Integrated Area Development in South Kalimantan Deadline For Applications : 05 Sep 2024 16:00 Title Acceleration of Inclusive Social Forestry Development through Establishment of Integrated Area Development in South Kalimantan Reference 100010888 Process RFP View Details Adobe Software License Deadline For Applications : 17 Nov 2017 16:00 Title Adobe Software License Reference RFQ-LPL-2017-0077 Process RFQ Further Information THE TENDER HAS BEEN CANCELLED View Details Advancing Climate resilient tea production and sustained livelihoods for small tea growers with emphasis on women laborers in Assam and West Bengal Deadline For Applicati",Title 50MW solar PV development for Bataan Reference 100003316 Process RFP,"Title A pre-feasibility study of electric buses and routes in two cities, Pokhara and Bharatpur, in Nepal Reference 100008730 Process RFP",Title A preliminary study to assess the potential for increased resilience in the farming value chain in Rwanda through the implementation of Agrivoltaics systems Reference 100008401 Process RFP,Title Accelerating Renewable Energy Transition in Indonesia through appropriate Financing Instruments Reference 100010546 Process RFP,"Title Acceleration Firm to support “Accelerating Innovative Startups for Energy Efficiency” (AIS4EE) project, Viet Nam Reference 100009410 Process RFP",Title Acceleration of Inclusive Social Forestry Development through Establishment of Integrated Area Development in South Kalimantan Reference 100010888 Process RFP,Title Adobe Software License Reference RFQ-LPL-2017-0077 Process RFQ Further Information THE TENDER HAS BEEN CANCELLED,Title Advancing Climate resilient tea production and sustained livelihoods for small tea growers with emphasis on women laborers in Assam and West Bengal Reference 100002702 Process RFP,Title Project Management Tool : NGO Online Direct Procurement (Single Source Selection) Reference 100002268 Process RFP,Search Current Forthcoming Awarded Show all..,"Title Supply, Delivery and Installation of above ground weighbridge with centralized monitoring system at Nduba dumpsite, Kigali, Rwanda.(Re-tender) Reference 100006285 Process RFP","Search Search Current Forthcoming Awarded Show all.. Next Showing 1 to 10 of 570 Sort Title Sort Date documents can be requested until Project Management Tool : NGO Online Direct Procurement (Single Source Selection) Deadline For Applications : 06 Jun 2018 11:22 Title Project Management Tool : NGO Online Direct Procurement (Single Source Selection) Reference 100002268 Process RFP View Details Supply, Delivery and Installation of above ground weighbridge with centralized monitoring system at Nduba dumpsite, Kigali, Rwanda.(Re-tender) Deadline For Applications : 05 Apr 2022 15:00 Title Supply, Delivery and Installation of above ground weighbridge with centralized monitoring system at Nduba dumpsite, Kigali, Rwanda.(Re-tender) Reference 100006285 Process RFP View Details 50MW solar PV development for Bataan Deadline For Applications : 14 Oct 2019 16:00 Title 50MW solar PV development for Bataan Reference 100003316 Process RFP View Details A pre-feasibility study of electric buses and routes in two cities, Pokhara and Bharatpur, in Nepal Deadline For Applications : 15 Sep 2023 16:00 Title A pre-feasibility study of electric buses and routes in two cities, Pokhara and Bharatpur, in Nepal Reference 100008730 Process RFP View Details A preliminary study to assess the potential for increased resilience in the farming value chain in Rwanda through the implementation of Agrivoltaics systems Deadline For Applications : 30 Jun 2023 16:00 Title A preliminary study to assess the potential"
Consulting Firm for the Development of Towards Carbon-Neutral Rails: Enhancing Environmental Sustainability of the Philippines National Railway,100014483,RFP,17 Jan 2026 16:00 (UTC +09:00) Korea Standard Time,1994,https://in-tendhost.co.uk/gggi/aspx/Tenders/Tenders_Detail?ProjectID=1994,THE TENDER HAS BEEN CANCELLED,RFP,100002702,Advancing Climate resilient tea production and sustained livelihoods for small tea growers with emphasis on women laborers in Assam and West Bengal,"Tenders Search Search Current Forthcoming Awarded Show all.. Next Showing 1 to 10 of 570 Sort Title Sort Date documents can be requested until Project Management Tool : NGO Online Direct Procurement (Single Source Selection) Deadline For Applications : 06 Jun 2018 11:22 Title Project Management Tool : NGO Online Direct Procurement (Single Source Selection) Reference 100002268 Process RFP View Details Supply, Delivery and Installation of above ground weighbridge with centralized monitoring system at Nduba dumpsite, Kigali, Rwanda.(Re-tender) Deadline For Applications : 05 Apr 2022 15:00 Title Supply, Delivery and Installation of above ground weighbridge with centralized monitoring system at Nduba dumpsite, Kigali, Rwanda.(Re-tender) Reference 100006285 Process RFP View Details 50MW solar PV development for Bataan Deadline For Applications : 14 Oct 2019 16:00 Title 50MW solar PV development for Bataan Reference 100003316 Process RFP View Details A pre-feasibility study of electric buses and routes in two cities, Pokhara and Bharatpur, in Nepal Deadline For Applications : 15 Sep 2023 16:00 Title A pre-feasibility study of electric buses and routes in two cities, Pokhara and Bharatpur, in Nepal Reference 100008730 Process RFP View Details A preliminary study to assess the potential for increased resilience in the farming value chain in Rwanda through the implementation of Agrivoltaics systems Deadline For Applications : 30 Jun 2023 16:00 Title A preliminary study to assess the potential for increased resilience in the farming value chain in Rwanda through the implementation of Agrivoltaics systems Reference 100008401 Process RFP View Details Accelerating Renewable Energy Transition in Indonesia through appropriate Financing Instruments Deadline For Applications : 09 Jul 2024 16:00 Title Accelerating Renewable Energy Transition in Indonesia through appropriate Financing Instruments Reference 100010546 Process RFP View Details Acceleration Firm to support “Accelerating Innovative Startups for Energy Efficiency” (AIS4EE) project, Viet Nam Deadline For Applications : 08 Jan 2024 16:00 Title Acceleration Firm to support “Accelerating Innovative Startups for Energy Efficiency” (AIS4EE) project, Viet Nam Reference 100009410 Process RFP View Details Acceleration of Inclusive Social Forestry Development through Establishment of Integrated Area Development in South Kalimantan Deadline For Applications : 05 Sep 2024 16:00 Title Acceleration of Inclusive Social Forestry Development through Establishment of Integrated Area Development in South Kalimantan Reference 100010888 Process RFP View Details Adobe Software License Deadline For Applications : 17 Nov 2017 16:00 Title Adobe Software License Reference RFQ-LPL-2017-0077 Process RFQ Further Information THE TENDER HAS BEEN CANCELLED View Details Advancing Climate resilient tea production and sustained livelihoods for small tea growers with emphasis on women laborers in Assam and West Bengal Deadline For Applicati",Title 50MW solar PV development for Bataan Reference 100003316 Process RFP,"Title A pre-feasibility study of electric buses and routes in two cities, Pokhara and Bharatpur, in Nepal Reference 100008730 Process RFP",Title A preliminary study to assess the potential for increased resilience in the farming value chain in Rwanda through the implementation of Agrivoltaics systems Reference 100008401 Process RFP,Title Accelerating Renewable Energy Transition in Indonesia through appropriate Financing Instruments Reference 100010546 Process RFP,"Title Acceleration Firm to support “Accelerating Innovative Startups for Energy Efficiency” (AIS4EE) project, Viet Nam Reference 100009410 Process RFP",Title Acceleration of Inclusive Social Forestry Development through Establishment of Integrated Area Development in South Kalimantan Reference 100010888 Process RFP,Title Adobe Software License Reference RFQ-LPL-2017-0077 Process RFQ Further Information THE TENDER HAS BEEN CANCELLED,Title Advancing Climate resilient tea production and sustained livelihoods for small tea growers with emphasis on women laborers in Assam and West Bengal Reference 100002702 Process RFP,Title Project Management Tool : NGO Online Direct Procurement (Single Source Selection) Reference 100002268 Process RFP,Search Current Forthcoming Awarded Show all..,"Title Supply, Delivery and Installation of above ground weighbridge with centralized monitoring system at Nduba dumpsite, Kigali, Rwanda.(Re-tender) Reference 100006285 Process RFP","Search Search Current Forthcoming Awarded Show all.. Next Showing 1 to 10 of 570 Sort Title Sort Date documents can be requested until Project Management Tool : NGO Online Direct Procurement (Single Source Selection) Deadline For Applications : 06 Jun 2018 11:22 Title Project Management Tool : NGO Online Direct Procurement (Single Source Selection) Reference 100002268 Process RFP View Details Supply, Delivery and Installation of above ground weighbridge with centralized monitoring system at Nduba dumpsite, Kigali, Rwanda.(Re-tender) Deadline For Applications : 05 Apr 2022 15:00 Title Supply, Delivery and Installation of above ground weighbridge with centralized monitoring system at Nduba dumpsite, Kigali, Rwanda.(Re-tender) Reference 100006285 Process RFP View Details 50MW solar PV development for Bataan Deadline For Applications : 14 Oct 2019 16:00 Title 50MW solar PV development for Bataan Reference 100003316 Process RFP View Details A pre-feasibility study of electric buses and routes in two cities, Pokhara and Bharatpur, in Nepal Deadline For Applications : 15 Sep 2023 16:00 Title A pre-feasibility study of electric buses and routes in two cities, Pokhara and Bharatpur, in Nepal Reference 100008730 Process RFP View Details A preliminary study to assess the potential for increased resilience in the farming value chain in Rwanda through the implementation of Agrivoltaics systems Deadline For Applications : 30 Jun 2023 16:00 Title A preliminary study to assess the potential"
