reference,title,status,category,description,deadline,published_date,project_id,detail_url
1000NP-04,Capacity Development to Strengthen Electric Vehicle Testing in Nepal,,RFP,"GGGI Nepal Country Office is inviting entities and service providers to submit their proposals for the following scope of work under the Sustainable Electric Transport for Nepal (SET4NPL) project:PROJECT BACKGROUND:Sustainable Electric Transport for Nepal (SET4NPL) is supported by Mitigation Action Facility (MAF) and implemented by GGGI and Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH. The project's goal is to sustainably transform Nepal’s public transportation sector and create significant environmental, health, and mobility benefits. The project aims to support roll out of approximately 3,500 Electric Mini and micro-buses (EMBs) and charging stations nationally over five years, contributing significantly to reducing greenhouse gas emissions. The project provides financial support to the Public Transport Operators (PTOs) in the form of subsidy, loan, hire purchase, and loan guarantee mechanisms. Apart from providing the financial support to the PTOs through the project, SET4NPL also supports the GoN and relevant institutions in improving the policy and regulatory environment to enable electric mobility, support for expansion of charging station network, and help Nepal achieve its Nationally Determined Contributions (NDC) targets. Another major objective of the SET4NPL project is to enhance the capacity of stakeholders in Nepal’s transport sector with focus on EMBs. As a part of this effort, the project aims to support the government authorities responsible for vehicle testing through a capacity development program. The project expects to strengthen the testing ecosystem for EMBs in the country so that imported or domestically produced vehicles meet the required quality standards. This is important especially for vehicles used in public transport where ensuring public safety and reliability of service is crucial.OBJECTIVE OF THE ASSIGNMENT:SET4NPL seeks to engage a competent consulting firm/consortium (hereinafter referred to as “Consultant”) to conduct capacity building activities for the vehicle testing authorities of both federal and provincial levels to enhance their testing capacity to support the sustainable growth of the EMB sector. The objectives of the assignment are as follows:· To develop training materials on testing of EMBs for the federal and provincial-level vehicle testing authorities of Nepal.· To standardize testing parameters for the roadworthiness tests.· To conduct training workshops on EMB testing for vehicle testing authorities at the federal and provincial levels.For further details on the Scope of Work, please refer to the Terms of Reference available under the published Document Set.IMPORTANT TIMELINES:The tender submission deadline is 21 January 2025, 16:00 pm KST (Korean Standard Time) / 12:45 pm Nepal Time (GMT+0545).Note: If any bidder has any request for clarification on the TOR or any part of the tender documents, GGGI will be happy to clarify if the request is received on or before 7 days before the deadline (namely: if the tender submission deadline is 16:00 15 April KST, then the due date for submission of request for clarification is 16:00 8 April KST).Interested parties will be required to register their details on the GGGI e-Green Procurement Portal (https://in-tendhost.co.uk/gggi).",21 Jan 2026 16:00 (UTC +09:00) Korea Standard Time,19 Dec 2025 10:40,2007,https://in-tendhost.co.uk/gggi/aspx/ProjectManage/2007
100014706,Capacity Enhancement in Estimation and Valuation of Natural Resource Abundance and Economic Value in the African Region,,RFP,"Global Green Growth Institute in Uganda (Africa region) is inviting all eligible companies to submit their consulting proposals to update Uganda’s Natural Capital Accounts (NCAs) to reflect data up to at least 2020. The work will build on the foundation established during the development of the 2015 accounts, strengthening institutional capacity, improving data quality, and enhancing the integration of NCAs into macroeconomic and fiscal policy frameworks.ABOUT GGGI:The Global Green Growth Institute (GGGI) was established as an intergovernmental organization with the objective of promoting sustainable development of developing and emerging countries including the least developed countries. GGGI is dedicated to supporting the creation and diffusion of the model of economic growth known as “green growth”. The green growth model integrates economic growth, environmental sustainability, poverty reduction and social inclusion.GGGI supports stakeholders through two complementary and integrated workstreams – Green Growth Planning & Implementation and Investment & Policy Solutions – which deliver comprehensive products and services designed to assist in developing, financing, and mainstreaming green growth in national economic development plans. Headquartered in Seoul, Republic of Korea, GGGI also has representation in several partner countries. While currently recognized as a trusted government advisor, GGGI is also expanding its role as a trusted project implementation partner. This involves greater engagement in helping members achieve project implementation goals.PROJECT BACKGROUND & OBJECTIVES:Uganda is naturally endowed with a wide range of natural resources, from abundant wildlife and forests to rare minerals. These resources form the foundation of the country’s socio-economic development. However, to ensure sustainability, equity, and long-term growth, these natural assets must be managed wisely and used responsibly to avoid depletion and environmental degradation.In addition, Uganda’s economy and a significant portion of its population rely heavily on natural resources for food, energy, and income-generating activities. While traditional systems of national accounting focus on the extraction and use of natural assets as contributors to GDP, they often overlook the depletion or degradation of these resources. If natural capital is not used equitably and sustainably, ensuring regeneration and conservation Uganda risks undermining its development base and future growth potential.In the context of climate change and increasing pressure on natural resources—particularly from agriculture, agro-industrialization, and changing settlement patterns—there is an urgent need to revisit and update Uganda’s Natural Capital Accounts (NCAs). Uganda has experienced a significant decline in forest cover, with substantial degradation occurring between 1990 and 2015 with modest improvements occurring between 2015 and 2021. At the same time, the country faces growing climate-related risks, including more frequent droughts, floods, and increasingly erratic rainfall patterns. According to the Country Climate and Development Report for Uganda 2025, the average annual temperature has for Uganda has risen steadily, by 1.30C, since the 1960s, while rainfall has become more unpredictable. These trends underscore the urgent need to update Uganda’s NCAs, which currently only cover data up to 2015. To ensure relevance and usefulness for policy and planning, the accounts must be updated to at least 2020. Recognizing the need to integrate natural capital into economic decision-making, the Government of Uganda; through the Uganda Bureau of Statistics (UBOS) as mandated, in collaboration with the Ministry of Finance, Planning and Economic Development (MoFPED) and the National Planning Authority (NPA) developed an initial set of Natural Capital Accounts. These accounts, compiled with the support of development partners and a multi-institutional Technical Working Group, include:• Land Physical Accounts• Wood Assets and Forest Resources Accounts• Water Accounts• Experimental Biodiversity Accounts Land and Soil Improvement (Agricultural) Accounts• Fisheries Accounts• Tourism (Expenditure) Accounts• Tourism (Biodiversity) Accounts• Ecosystem services Monetary Accounts However, these accounts cover up to 2015 and are now getting outdated. Meanwhile, Uganda's Social Accounting Matrix (SAM) has been expanded to include environmental parameters such as a land-use matrix, energy matrix, and pollution matrix demonstrating the growing relevance of environmental considerations in macroeconomic modelling at the same time emphasizing the need to have more updated numbers in the accounts.There is now increasing demand for up-to-date and reliable natural capital data that can feed into economic models, simulations, and policy decision-making frameworks, especially in the context of climate change and fiscal policy reforms. Updated accounts will inform more accurate public finance management, environmental taxation, and sustainable investment decisions.The Global Green Growth Institute (GGGI), through support from the Government of Denmark, is supporting the Ministry of Finance, Planning and Economic Development (MoFPED) in strengthening and delivering on their strategic role as Co-Chair for the Coalition of Finance Ministers for Climate Action. It is through this support that GGGI will be hiring a consultancy firm update the Natural Capital Accounts in Uganda 3) ObjectivesThe objective is to:• Address the existing data and knowledge gaps, specifically the need for more current status of Uganda’s natural capital accounts.• Update at least five natural capital accounts (Land Accounts, Wood Assets & Forest Resources Accounts, Fisheries Accounts, Water Accounts, and Tourism (Biodiversity & Tourism) Accounts) to reflect recent trends and resource use up to 2020 or later.• Strengthen the integration of natural capital accounting into economic modelling for policy, planning, and fiscal management.PROPOSED ACTIVITIES & SCOPE OF WORK:1) Overall Scope GGGI seeks to engage a competent National Consulting Firm in updating Uganda’s Natural Capital Accounts (NCAs) to reflect data up to at least 2020. The work will build on the foundation established during the development of the 2015 accounts, strengthening institutional capacity, improving data quality, and enhancing the integration of NCAs into macroeconomic and fiscal policy frameworks.The consultant firm will:• Update at least five natural capital accounts — namely Land Accounts, Wood Assets & Forest Resources Accounts, Fisheries Accounts, Water Accounts, and Tourism (Biodiversity & Tourism) Accounts— in accordance with the System of Environmental-Economic Accounting (SEEA) framework.• Ensure the updated accounts incorporate data and trends up to 2020 (or latest available year).• Strengthen linkages between NCA data and macroeconomic modelling to support fiscal and public finance policy formulation.• Provide capacity building and technical guidance in compiling, interpreting, and applying NCA data.2) Proposed Activities for the Overall Project1. Inception Phase• Review existing Natural Capital Accounts (2015) and all supporting technical documentation.• Conduct inception consultations with MoFPED, UBOS, NPA, and the TWG to confirm priority accounts, data sources, and methodological adjustments.• Develop a detailed inception report, including:o Refined methodology and work plano Roles and responsibilities of partnerso Data collection plan and validation scheduleo Capacity development roadmapDeliverable: Inception report and validated work plan.2. Data Assessment, Compilation, and Updating of Natural Capital Accounts• Identify and assess existing available national and sectoral datasets (UBOS, NFA, MWE, NEMA, UWA, etc.) relevant to the five selected accounts (Forests, Wetlands, Water, Land, and Species).• Evaluate data quality, consistency, and alignment with SEEA framework requirements.• Coordinate with relevant line ministries, academic institutions, and development partners to access and verify datasets, including remote sensing, GIS, and biodiversity data.• Compile and prepare datasets for integration into updated accounts.• Apply SEEA methodology to update the selected accounts, incorporating data and trends up to 2020 (or the latest available year).• Ensure internal consistency across related accounts (e.g., land and forest, wetlands and water) and integrate spatial mapping for ecosystem extent and condition where possible.• Document all assumptions, methods, data proxys and data sources used, ensuring reproducibility and transparency of results.Deliverable: Draft updated Natural Capital Accounts (five) with accompanying data inventory, technical documentation, and metadata.3. Review, Validation, and Capacity Strengthening• Facilitate technical review sessions and validation workshops with the TWG, MoFPED, UBOS, NPA, and key stakeholders.• Incorporate feedback and finalize the updated accounts.• Conduct at least two capacity-building sessions for government technical staff on:o SEEA compilation and data managemento Application of NCA data in macroeconomic modelling and fiscal analysiso Prepare a brief training report summarizing lessons and recommendations.Deliverables: Final validated accounts (5)Capacity-building report and training materials.4. Close down phase• Final review and approval of updated Natural Capital Accounts (Land Accounts, Wood Assets & Forest Resources Accounts, Fisheries Accounts, Water Accounts, and Tourism (Biodiversity & Tourism) Accounts) by MoFPED, UBOS, and NPA, with guidance from the Technical Working Group (TWG) and Denmark Statistics.• Submission of all digital datasets, metadata, and working files in accessible and standardized formats (e.g., Excel, GIS shapefiles, SEEA-compatible templates).• Transfer of knowledge, models, and documentation to designated focal points within UBOS and MoFPED to ensure sustainability.• Submission of an assignment completion report summarizing achievements, challenges, lessons learned, and recommendations for continued institutional strengthening.Deliverables: Final Technical Report (including all datasets, metadata, and analytical documentation)For more details, please refer to the Terms of Reference (TOR) document attached.IMPORTANT TIMELINES:The tender submission deadline is 19th JANUARY 2026 16:00 HRS KOREAN STANDARD TIME (KST).If any bidder has any request for clarification on the TOR or any part of the tender documents, GGGI will be happy to clarify if they are received on or before 7 days before the deadline (namely: if the tender submission deadline is 16:00 19th JANUARY 2026 KST, then the due date for submission of request for clarification is 16:00 12th JANUARY 2026 KST).Interested parties will be required to register their details on the GGGI e-Green Procurement Portal (https://in-tendhost.co.uk/gggi).",19 Jan 2026 16:00 (UTC +09:00) Korea Standard Time,01 Jan 1899 00:00,2006,https://in-tendhost.co.uk/gggi/aspx/ProjectManage/2006
100014628,"Conceptual Site Development Plan, environmental and social impact study and land preparation for “Developing Socio-Economic Infrastructure to Sustain Rural Communities in Togo” Project.",,RFP,"Global Green Growth Institute in Togo invites eligible firms to submit their bids for consulting opportunity titled “Conceptual Site Development Plan, environmental and social impact study and land preparation for “Developing Socio-Economic Infrastructure to Sustain Rural Communities in Togo” Project”ABOUT GGGI:The Global Green Growth Institute (GGGI) was established as an intergovernmental organization with the objective of promoting sustainable development of developing and emerging countries including the least developed countries. GGGI is dedicated to supporting the creation and diffusion of the model of economic growth known as “green growth”. The green growth model integrates economic growth, environmental sustainability, poverty reduction and social inclusion.PROJECT BACKGROUND & OBJECTIVES:In Togo, limited access to essential services, low income-generating activities to boost the rural economy, and lack of business opportunities are part of the main drivers of poverty in rural areas. Efforts to improve the access to health care, safe water, and proper sanitation are needed when in rural areas, 65% of children below 59 months suffering from diarrhea have no access to the healthcare treatment in a health facility, and the prevalence of malaria among children aged 6-59 months is 57.2%. In the Maritime region, the deficit of drinking water infrastructure and the high rate of drinking water supply infrastructure’s breakdown push about 30% of the population to rely on unimproved water sources (unprotected wells, unprotected springs, surface water). Education statistics show that the enrolment rate of children at primary school is 74.1% in urban areas while in rural areas, it is 62.1% It is within this context, that the GGGI Togo office, in discussions with national stakeholders and government officials, was able to identify the proposed project on Developing Socio-Economic Infrastructure to Sustain Rural Communities in Togo.The overall objective of the proposed project is to support a sustainable transition to rural areas with profitable solutions supporting the development and well-being of local communities.The specific objectives are to:- Increase the agricultural production value addition in a sustainable manner with improved postharvest solutions.- ensure clean water accessibility for rural communities with improved rainwater harvesting systems.- improve living conditions with eco-friendly essential infrastructures and - empower youth and women for the transformation of rural areas into zones with profitable solutions catalyzing the local communities’ development and well-being.This project includes the following outcomes: a combination of post-harvest solutions with waste recycling as livelihood diversification through the implementation of two solar modules for post-harvest processing and the development of income-generating activities boosting the circular economy for locals at the community level (outcome 1); equipment of communities with eco-friendly essential infrastructures and drinking water facilities for the rural communities (outcome 2); capacity building of youth and women communities in green businesses development and management through green businesses incubator program (outcome 3) and project management, monitoring, and evaluation (outcome 4). To implement the Project in a harmonious way, GGGI is seeking a national consultancy firm for the conception of a conceptual site development plan, environmental and social impact study and land preparation. Note 1. The project site of about 5 hectares is located in the village of Yekplékondji, canton of Ando, commune of Ave 1, prefecture of Ave in the Maritime region.Note 2. planned infrastructures for the project site: construction of 1 school with 7 classes including administrative office + construction of 1 Healthcare center, construction of 2 public markets including toilet and 1 administrative office, Set-up of 1 waste management systems including public green spaces, 1 startup of incubator centre, and 1 solar modular and 1 water harvesting system.PS.: For schools and healthcare centers the layout should consider the national standard size. PROPOSED ACTIVITIES & SCOPE OF WORK:1) Proposed Activities for the Overall ProjectThree key activities are proposed:- Activity 1: Conception of a conceptual site development plan for the Project site- Activity 2: Environmental and social impact study and preparation of Environmental and Social Management Plans- Activity 3: Land preparation for the Project implementation 2) Scope of Work2.1. Activity 1: Conception of a conceptual site development plan for the Project site• Data Collection & Analysis: Conducting surveys and studies to understand the physical, socio-economic, environmental, and current land-use conditions of the project site.• Needs Assessment: Identifying existing problems, opportunities, and community needs that will influence the conceptual site development plan.• Conceptual site development plan: Developing land-use strategies, conceptual designs, and any other components relevant to the project.• Integration: Incorporating relevant local policies, strategies, and best practices into the plan. 2.2. Activity 2: Environmental and social impact study and preparation of Environmental and Social Management Plans• Baseline Studies: Collection and analysis of current environmental and social conditions, including physical, biological, and socioeconomic aspects. • Impact Assessment: Identification and prediction of potential impacts during construction, operation, and decommissioning. • Mitigation and Management: Development of specific measures to minimize, control, and offset identified negative impacts. • Stakeholder Engagement: A detailed plan for identifying, engaging, and consulting with all relevant stakeholders and affected parties. PS.: Environmental and social impact study and preparation of Environmental and Social Management Plans should follow the national validation process.2.3. Activity 3: Land preparation for the Project implementation Clearing and• Demolition: (i) Remove existing structures, trees, debris, or any other obstructions from the site.• Excavation and Grading: (i) Digging to remove or move soil to achieve the desired site elevation and shape (floor leveling).For more details, please refer to the Terms of Reference (TOR) document attached.IMPORTANT TIMELINES:The tender submission deadline is 15th JANUARY 2026 16:00 HRS KOREAN STANDARD TIME (KST).If any bidder has any request for clarification on the TOR or any part of the tender documents, GGGI will be happy to clarify if they are received on or before 7 days before the deadline (namely: if the tender submission deadline is 16:00 15th JANUARY 2026 KST, then the due date for submission of request for clarification is 16:00 8th JANUARY 2026 KST).Interested parties will be required to register their details on the GGGI e-Green Procurement Portal (https://in-tendhost.co.uk/gggi).",15 Jan 2026 16:00 (UTC +09:00) Korea Standard Time,01 Jan 1899 00:00,2005,https://in-tendhost.co.uk/gggi/aspx/ProjectManage/2005
100014485,Consulting Firm for the Development of Advancing Renewable Energy through Floating Solar Photovoltaics (FPV) in Philippines,,RFP,"GGGI Philippines Country Office is inviting eligible firms/entities to submit their proposals for the following scope of work:PROJECT BACKGROUND:The Philippines faces increasing electricity demand driven by population growth, urbanization, and economic development. Despite having diverse energy resources, the country’s power sector remains dominated by fossil fuels, with coal accounting for more than half of the generation mix. This dependence not only contributes to greenhouse gas emissions but also exposes the power sector to fuel price volatility and energy security risks. At the same time, the availability of suitable land for ground-mounted solar is limited, creating challenges for scaling up renewable energy.Floating Solar Photovoltaics (FPV) presents a promising solution. With an estimated technical potential of 42–108 GW across natural waterbodies and reservoirs, FPV can help diversify the energy mix, optimize use of existing hydropower and irrigation infrastructure, and minimize land-use conflicts. The National Irrigation Administration (NIA) has identified more than 1,400 MW of FPV potential across major dams, while the Department of Energy (DOE) aims to achieve a renewable energy share of 35% by 2030 and 50% by 2040. Deploying large-scale FPV projects can significantly contribute to these targets, while also advancing the country’s commitments under the Paris Agreement and the Philippine Energy Plan (PEP) 2017–2040.OBJECTIVE OF THE ASSIGNMENT:The project, Advancing Renewable Energy through Floating Solar Photovoltaics (FPV) in the Philippines, seeks to accelerate the country’s clean energy transition by creating an enabling environment for FPV development and designing a bankable large-scale FPV project (targeting 300 MW). Specifically, the project will:1. Conduct a comprehensive landscape analysis of policies, regulations, tariffs, and institutional frameworks affecting FPV deployment.2. Undertake technical due diligence and feasibility studies to identify optimal project design, capacity, and site-specific solutions.3. Develop viable business and financial models, including innovative financing instruments, to attract private sector participation and reduce investment risks.4. Formalize partnerships with DOE, NIA, and other stakeholders to strengthen governance and regulatory support for FPV.5. Provide investment advisory services and prepare technical and financial documentation to mobilize financing for project implementation.Through these interventions, the project aims to demonstrate the viability of FPV in the Philippines, establish replicable models for scaling across other dams and reservoirs, and position the country as a regional leader in floating solar energy deployment.For further details on the Scope of Work, please refer to the Terms of Reference available under the published Document Set.IMPORTANT TIMELINES:The tender submission deadline is 17 January 2025, 16:00 Hrs KST (Korean Standard Time) / 15:00 Hrs PST.If any bidder has any request for clarification on the TOR or any part of the tender documents, GGGI will be happy to clarify if they are received on or before 7 days before the deadline (namely: if the tender submission deadline is 16:00 15 April KST, then the due date for submission of request for clarification is 16:00 8 April KST).Interested parties will be required to register their details on the GGGI e-Green Procurement Portal (https://in-tendhost.co.uk/gggi).",17 Jan 2026 16:00 (UTC +09:00) Korea Standard Time,01 Dec 2025 15:22,1995,https://in-tendhost.co.uk/gggi/aspx/ProjectManage/1995
100014483,Consulting Firm for the Development of Towards Carbon-Neutral Rails: Enhancing Environmental Sustainability of the Philippines National Railway,,RFP,"GGGI Philippines Country Office is inviting eligible firms/entities to submit their proposals for the following scope of work:PROJECT BACKGROUND:The Philippines’ transport sector accounts for around 35% of the country’s total final energy consumption, making it the most energy-intensive sector. The Philippine National Railways (PNR), a government-owned corporation, is central to this system but faces challenges of congestion, inefficiency, and reliance on fossil fuels. Decarbonizing the PNR is therefore critical for achieving national climate and energy goals.The Government of the Philippines has committed to a 50% renewable energy share in the power mix by 2040, aligned with its Fueling Sustainable Transport Program (FSTP) and long-term low carbon development strategies. Enhancing PNR’s energy system through the deployment of ground-mounted and rooftop solar photovoltaic (PV) projects presents an opportunity to reduce greenhouse gas (GHG) emissions, increase energy independence, and improve the resilience of transport infrastructure.The project, Towards Carbon-Neutral Rails, is designed to support PNR’s transition towards 100% green energy through policy analysis, technical feasibility studies, innovative business models, and capacity building.OBJECTIVE OF THE ASSIGNMENT:The selected Consulting Firm under this TOR hall be engaged to help achieve the following objectives:• Support PNR in developing a strategic plan to transition towards 100% renewable energy.• Conduct technical feasibility studies to assess the viability of solar PV projects on PNR assets (both ground-mounted and rooftop).• Recommend enabling policy reforms and regulatory adjustments to support project implementation.• Develop financial models and business models that ensure bankability and long-term sustainability.• Provide pre-investment advisory to prepare projects for implementation and potential investor engagement.• Strengthen the technical and institutionFor further details on the Scope of Work, please refer to the Terms of Reference available under the published Document Set.IMPORTANT TIMELINES:The tender submission deadline is 17 January 2026, 16:00 Hrs KST (Korean Standard Time) / 15:00 Hrs PST.If any bidder has any request for clarification on the TOR or any part of the tender documents, GGGI will be happy to clarify if they are received on or before 7 days before the deadline (namely: if the tender submission deadline is 16:00 15 April KST, then the due date for submission of request for clarification is 16:00 8 April KST).Interested parties will be required to register their details on the GGGI e-Green Procurement Portal (https://in-tendhost.co.uk/gggi).",17 Jan 2026 16:00 (UTC +09:00) Korea Standard Time,01 Dec 2025 14:41,1994,https://in-tendhost.co.uk/gggi/aspx/ProjectManage/1994
100014395,"Development of Bankable Project Pipeline of Low-carbon Buildings in India, ALCBT Project",,RFP,"GGGI India Country Office is inviting eligible consulting firms or a consortium of firms to submit their proposals for the following scope of work:Important Note: The bidders must be a legal entity incorporated in India as per the Companies Act or Societies Act.PROJECT BACKGROUND:The “Asia Low Carbon Buildings Transition (ALCBT)” is a five-year (2023-2028) project being implemented in five Asian countries – Cambodia, India, Indonesia, Thailand, and Vietnam, with financial support from the Federal Ministry for Economic Affairs and Climate Action (BMWK) of Germany under the International Climate Initiative (IKI). GGGI is implementing the project through a consortium comprising of HEAT International, the ASEAN Centre for Energy (ACE), and the Energy Efficiency Services Limited (EESL). In India, the project is being implemented under the guidance of the Ministry of Housing & Urban Affairs (MoHUA), Govt. of India. The ALCBT project seeks to significantly reduce GHG emissions by catalysing nationwide transitions towards low-carbon buildings in India. Technical, planning, and institutional tools for low-carbon buildings will be developed and successfully implemented by key public and private sector stakeholders (including ministries, subnational administrative, developers, building owners, suppliers, engineers, and architects; multilateral and bilateral development institutes, financial services institutions such as ESCOs and banks; academia and training institutes) by the mid of 2028 (Outcome). The result will be achieved through the development of standardized tools and systems for managing carbon emissions from the building sector and piloting them in project countries (Output I); enhancement of capacity for current and future building industry practitioners (Output II); and establishment of financial pathways for low carbon buildings (Output III). Additionally, project knowledge and tools will be accessible online and promoted systematically to stakeholders in project countries, across ASEAN and globally to create market demand, promote replication and scaling up of approach (Output IV).Under ALCBT project, GGGI has shortlisted 300 buildings from 3 states (Kerala, Uttar Pradesh & Haryana) comprising of public and private owners. These buildings have been further analysed by Building Emission Assessment Tool (BEAT) to know the carbon performance. Energy Efficiency Services Ltd. (EESL), the consortium partner of ALCBT project is responsible to intervene in 60 existing buildings to upgrade cooling solutions in Cooling-as-a Service (CaaS) or Energy Service Company (ESCO) model. Apart from this, there is a need to develop further project pipelines of low-carbon buildings to attract investments.ASSIGNMENT OBJECTIVE:GGGI seeks to engage a firm to develop pipeline of bankable low-carbon building projects in 25 Private and Government (Commercial) buildings (20 existing and 5 new buildings) across diverse climatic zones in five states of India i.e. Kerala, Uttar Pradesh, Haryana and other two states. The other two states will be selected from Odisha, Karnataka, Maharashtra, Gujarat, Telangana, Rajasthan in collaboration with Bureau of Energy Efficiency, Ministry of Power, Government of India The Consultant shall use the BEAT to analyse the carbon performance of the building, identify energy conservation measures (ECMs) in cooling system, provide detailed implementation plan with investment requirements, develop suitable business models and pitch to potential investors.For further details on the Scope of Work, please refer to the Terms of Reference available under the published Document SetIMPORTANT TIMELINES:The tender submission deadline is 14 January 2026, 16:00 KST (Korean Standard Time) / 12:30 IST.Note: If any bidder has any request for clarification on the TOR or any part of the tender documents, GGGI will be happy to clarify if the request is received on or before 7 days before the deadline (namely: if the tender submission deadline is 15 April, 16:00 KST, then the due date for submission of request for clarification is 8 April, 16:00 KST).Interested parties will be required to register their details on the GGGI e-Green Procurement Portal (https://in-tendhost.co.uk/gggi).",14 Jan 2026 16:00 (UTC +09:00) Korea Standard Time,23 Dec 2025 16:21,1997,https://in-tendhost.co.uk/gggi/aspx/ProjectManage/1997
100014393,Institutionalization of the Building Emission Assessment Tool and Establishment of Building Registry Pilot in 5 States and Bureau of Energy Efficiency of India to Support Implementation of Energy Conservation & Sustainable Building Code,,RFP,"GGGI India Country Office is inviting eligible consulting firms or a consortium of firms to submit their proposals for the following scope of work:Important Note: The bidders must be a legal entity incorporated in India.PROJECT BACKGROUND:The “Asia Low-Carbon Buildings Transition (ALCBT)” is a five-year (2023-2028) project being implemented in five Asian countries – Cambodia, India, Indonesia, Thailand, and Vietnam, with financial support from the Federal Ministry for Economic Affairs and Climate Action (BMWK) of Germany under the International Climate Initiative (IKI). GGGI is implementing the project through a consortium comprising of HEAT International, the ASEAN Centre for Energy (ACE), and the Energy Efficiency Services Limited (EESL). In India, the project is being implemented under the guidance of the Ministry of Housing & Urban Affairs (MoHUA), Govt. of India. The ALCBT project seeks to significantly reduce GHG emissions by catalysing nationwide transitions towards low-carbon buildings in India. Technical, planning, and institutional tools for low-carbon buildings will be developed and successfully implemented by key public and private sector stakeholders (including ministries, subnational administrative, developers, building owners, suppliers, engineers, and architects; multilateral and bilateral development institutes, financial services institutions such as ESCOs and banks; academia and training institutes) by the mid of 2028 (Outcome). The result will be achieved through the development of standardized tools and systems for managing carbon emissions from the building sector and piloting them in project countries (Output I); enhancement of capacity for current and future building industry practitioners (Output II); and establishment of financial pathways for low carbon buildings (Output III). Additionally, project knowledge and tools will be accessible online and promoted systematically to stakeholders in project countries, across ASEAN and globally to create market demand, promote replication and scaling up of approach (Output IV).ASSIGNMENT OBJECTIVE:GGGI seeks to engage a consulting firm with proven expertise in building life cycle assessment, energy efficiency interventions, database management and building permit processes. The selected Consultant shall be responsible for delivering a suite of interconnected tasks focused on building data collection, analysis and database creation, digital tool deployment, building permit processes &/ enhancements, stakeholder engagement, capacity building & hand holding, and knowledge sharing. The selected Consultant shall collaborate closely with GGGI and sub-national government authorities / entities in India under GGGI's direction.The primary objective of the assignment is to support implementation of Energy Conservation & Sustainable Building Code (ECSBC) in the states by putting in place the capacity, tools, and systems needed to advance low-carbon buildings by institutionalizing:• the use of the customized Building Emission Assessment Tool (BEAT) in building permit processes, enabling authorities to consistently measure, monitor, and manage emissions from both new construction and renovations; and• subnational building data repositories through a robust Building Registry that systematically records and tracks emissions data, supporting transparency, benchmarking, and data-driven policy interventions.For further details on the Scope of Work, please refer to the Terms of Reference available under the published Document SetIMPORTANT TIMELINES:The tender submission deadline is 15 January 2025, 16:00 KST (Korean Standard Time) / 12:30 IST.Note: If any bidder has any request for clarification on the TOR or any part of the tender documents, GGGI will be happy to clarify if the request is received on or before 7 days before the deadline (namely: if the tender submission deadline is 15 April, 16:00 KST, then the due date for submission of request for clarification is 8 April, 16:00 KST).Interested parties will be required to register their details on the GGGI e-Green Procurement Portal (https://in-tendhost.co.uk/gggi).",15 Jan 2026 16:00 (UTC +09:00) Korea Standard Time,01 Jan 1899 00:00,2002,https://in-tendhost.co.uk/gggi/aspx/ProjectManage/2002
